Dahej,Guangdong Dapeng,Isle of Grain,Cape Town,Altamira,Dubai,Gwangyang,Aliaga,Melkoya Is,Shimizu,Chita,Karachi,Nagasaki,Ras Laffan,Marsa el Brega,Haikou,Yanai,Fukuoko,Map Ta Phut,Taichung,Canaport,Skikda,Sabine Pass,Mizushima,Futtsu,Shtokman,Yung An,Jiangsu,Quintero,Gladstone,Senboku,South Hook,Quebec,Bontang,Kitimat,Kochi,Barcelona,Darwin,Pyeongtaek,Himeji,Mejillones,Mina Al-Ahmadi,Costa Azul,Qalhat,Bahia Blanca,El Ferrol,Port Moresby,Golden Pass,Lake Charles,Manzanillo,Andres,Osaka,Guanabara Bay,Gate,Krk Island,Sendai,Bahia,Elba Is,Panuelas,Rovigo,Dabhol,Kagoshima,Swinoujscie,Cove Point,Panigaglia,Freeport,Sines,Cartagena,Tongyeong,Tenerife,Kenai,Teeside,Iran,Oita,Tobata,Bioko Is,Blang Lacang,Fujian,Balhaf,Livorno,Higashi-Ogishima,Pecem,Port Dolphin,Everett,Damietta,Wilhelmshaven,Neptune,Port Arthur,Tangguh,Pascagoula,Escobar,Shanghai,Heibei,Montoir,North East Gateway,Pampa Melchorita,Dalian,Idku,Sakhalin II,Dampier,Negishi,Soyo,Bilbao,Shin-minato,Bonny Is,Hatsukaichi,Huelva,from,Lumut,Yokkaichi,Zeebrugge,Sakai,Bintulu,Niigata,Gibraltar,Incheon,Sagunto,Arzew,Hazira,Cameron,Fos Sur Mer,Marmara Ereglisi,Point Fortin,Revithoussa,Singapore,Das Is,Kawagoe,Pluto,Yokohama,Sodegaura,Dragon LNG
11225,13033,552,5932,4774,12035,14058,2813,1595,14408,14366,11453,13992,12189,2564,12937,14169,14096,12334,13555,2646,1775,4646,14260,14481,1851,13201,14232,8812,13175,14283,3,2591,12046,14588,10485,1690,12084,14173,14306,9403,12414,13095,11674,6375,537,13124,4649,4666,12130,3676,14285,4988,570,2848,14688,4297,3470,3563,2875,10929,13984,1298,3174,2049,4684,910,1416,14103,1507,15323,776,12319,14146,14116,4278,11096,13615,12458,2044,14486,3732,4319,2722,3061,803,2709,4655,12628,4435,6109,13842,14413,408,2709,10020,14252,2986,15040,11123,14480,4632,560,14541,4208,14211,1106,Dragon LNG,12293,14367,505,14282,12189,14583,1176,14175,1577,1429,11144,4637,1868,2947,3736,2679,11577,12163,14367,11120,14481,14490,
,4133,11488,5333,12863,1131,5158,12051,12690,5508,5466,495,5092,1285,11802,4037,5269,5196,3434,4655,11979,11013,12767,5360,5581,12787,4301,5332,10237,6481,5383,11223,12280,3998,9532,815,10928,4425,5273,5406,10828,1510,10476,786,9033,10762,5437,12770,12787,11476,11209,5385,8542,11506,12086,5788,8608,12138,11050,12113,333,5084,12234,12147,11287,12801,10401,10654,5203,9752,8898,11712,1415,5246,5216,7681,2196,4715,1575,11282,5586,8964,12558,12017,12300,11739,12004,12777,4660,12645,9021,4942,5513,11086,12004,11445,5352,12225,6140,3856,5580,7091,11000,5641,7708,5311,10412,Dahej,3411,5467,11442,5382,3307,5683,10414,5275,10815,10667,234,12758,11106,12185,10661,11917,2677,1260,5467,3853,5581,5590,11226
4122,,13289,7134,14664,4946,1260,13852,14491,1630,1587,4362,1194,5100,13603,313,1372,1298,1576,758,13780,12814,14568,1462,1703,14588,343,1434,10255,3973,1494,13024,14081,1582,5641,3338,12729,2578,1375,1514,10568,5325,6603,4585,10758,12563,3345,14571,14588,7610,13010,1496,10343,13307,13887,1910,10409,13939,12851,13914,3826,1187,14035,13948,13088,14602,12202,12455,1305,11553,5007,13513,5230,1348,1318,9482,1948,818,5369,13083,1709,10765,14359,13818,14100,13540,13805,14577,2123,14446,10822,1044,1615,12887,13805,10015,1454,14026,2243,2788,1702,8892,12801,1743,9509,1414,12213,Guangdong Dapeng,1186,1588,13243,1493,1231,1785,12215,1378,12616,12468,4041,14559,12907,13986,12462,13718,1460,5074,1589,2785,1703,1712,13027
11472,13281,,6180,5143,12283,14305,3061,1442,14656,14614,11700,14240,12437,2812,13185,14417,14344,12582,13803,3028,2023,5015,14507,14729,1420,13448,14480,9047,13422,14531,519,2986,12293,14823,10732,1938,12332,14420,14554,9638,12661,13330,11922,6632,774,13371,5018,5036,12365,4023,14533,5245,157,3095,14936,4553,3852,3905,3123,11177,14232,867,3557,2296,5053,1157,1663,14350,1755,15558,336,12567,14394,14364,4525,11343,13863,12706,2292,14734,3995,4689,3104,3309,373,3091,5025,12876,4805,6366,14090,14660,641,3091,10255,14500,3234,15288,11371,14727,4880,779,14789,4456,14459,1353,Isle of Grain,12540,14614,130,14530,12437,14831,1423,14423,1825,1677,11392,5006,2116,3195,4065,2927,11825,12411,14615,11368,14729,14738,522
5334,7143,6194,,7595,6145,8167,6757,7395,8518,8475,5562,8101,6298,6508,7047,8279,8206,6443,7665,6712,5719,7499,8369,8590,7493,7310,8341,5286,7284,8392,5929,6986,6155,11062,4594,5634,6194,8282,8415,5877,6523,9569,5784,3805,5468,7233,7503,7520,8604,5942,8395,3292,6212,6791,8798,3346,6879,5782,6819,5039,8094,6939,6935,5993,7534,5106,5360,8212,4458,11797,6418,6429,8256,8226,2377,5205,7725,6568,5988,8596,3696,7288,6731,7005,6444,6718,7509,6738,7378,3784,7951,8522,5792,6717,6494,8361,6930,9150,5233,8589,1787,5706,8651,2404,8321,5117,Cape Town,6402,8476,6147,8392,6299,8692,5119,8285,5521,5373,5254,7491,5812,6891,5394,6623,5686,6273,8477,5230,8591,8599,5932
12861,14670,5169,7595,,13672,15694,6554,5569,16045,16003,13089,15629,13825,6305,14574,15806,15733,13970,15192,2444,5516,512,15896,16117,6172,14837,15868,9254,13675,15919,4772,3293,13682,15030,12121,5431,13721,15809,15943,9845,14050,13537,13311,6836,4694,14477,515,558,12572,1727,15922,5449,5187,6589,16325,4757,1475,1895,6616,12566,15621,5619,1922,5790,449,4718,5157,15739,4522,15765,5199,13956,15783,15753,6415,12732,15252,14095,5786,16123,3933,915,2293,6803,5404,2280,521,14265,744,6570,15478,16049,4916,2279,10462,15888,6728,16677,12760,16116,6770,4923,16178,6345,15848,4847,Altamira,13929,16003,5123,15919,13826,16219,4917,15812,5319,5170,12781,528,5609,6688,2334,6420,13213,13800,16004,12757,16118,16127,4775
1129,4949,12293,6137,13668,,5974,12856,13494,6325,6282,729,5908,217,12607,4853,6086,6012,4250,5471,12784,11818,13572,6176,6397,13592,5117,6148,11039,7298,6199,12028,13085,4815,10349,1636,11733,5241,6089,6222,11630,457,11292,408,9838,11567,6254,13575,13592,12292,12014,6202,9346,12311,12891,6605,9413,12943,11854,12918,1200,5901,13039,12951,12092,13606,11205,11459,6019,10557,9714,12517,362,6062,6032,8486,3012,5531,1364,12087,6403,9768,13363,12822,13104,12544,12809,13581,5476,13450,9825,5758,6329,11891,12809,12247,6168,13029,6957,4672,6396,7895,11805,6457,8513,6128,11217,Dubai,4227,6283,12246,6199,4123,6499,11219,6092,11620,11472,1165,13563,11911,12990,11466,12722,3493,162,6284,4669,6398,6406,12031
5146,1260,14313,8158,15688,5970,,14877,15515,666,620,5386,175,6124,14627,1507,264,165,2605,767,14805,13838,15592,361,736,15612,997,508,9912,4063,437,14048,15106,2323,4472,4362,13753,3056,385,412,9677,6349,5479,5609,10757,13588,3523,15595,15613,6502,14035,437,11367,14331,14911,956,11433,14963,13875,14938,4850,332,15059,14972,14112,15626,13226,13479,124,12578,3838,14538,6255,265,185,10506,2972,809,6393,14108,742,11789,15383,14843,15125,14564,14830,15602,2550,15471,11216,452,689,13912,14829,8943,528,15050,1063,3530,735,9916,13826,587,10533,308,13237,Gwangyang,2000,621,14267,436,2147,625,13239,387,13641,13492,5065,15583,13931,15010,13487,14743,2484,6099,622,3527,737,745,14051
12054,13862,3057,6761,6557,12864,14887,,4291,15237,15195,12282,14821,13018,676,13766,14998,14925,13163,14384,4619,1071,6429,15089,15310,4356,14030,15061,9652,14004,15112,2792,4721,12875,15428,11314,1326,12913,15002,15135,10243,13243,13935,12503,7251,2331,13953,6432,6449,12970,5229,15114,5862,3075,975,15517,5176,5353,5076,1002,11759,14813,3803,5092,1217,6467,1934,1429,14932,2375,16163,3281,13148,14975,14945,5107,11925,14444,13287,1183,15316,4684,6103,4694,604,3308,4681,6439,13457,6218,6982,14671,15242,2655,4680,10860,15081,568,15869,11952,15309,5462,2569,15370,5037,15040,1777,Aliaga,13122,15196,3010,15111,13018,15412,1653,15004,1399,1423,11973,6420,1322,247,5103,214,12406,12993,15196,11949,15311,15319,2795
5497,1630,14664,8509,16039,6322,665,15228,15866,,134,5737,631,6475,14978,1877,445,546,2962,1177,15156,14189,15943,357,128,15963,1366,1088,9341,3841,289,14399,15457,2522,4092,4713,14104,3156,964,312,9242,6700,5042,5960,10420,13939,3325,15946,15964,6052,14386,292,11585,14682,15262,348,11784,15314,14226,15289,5201,529,15410,15323,14463,15977,13577,13830,631,12929,3458,14889,6606,422,483,10857,3323,1228,6744,14459,134,12140,15734,15194,15476,14915,15181,15953,2581,15822,10879,969,1269,14263,15180,8493,1108,15401,1008,3689,127,10267,14177,923,10884,447,13588,Shimizu,2326,135,14618,289,2473,822,13590,967,13992,13843,5416,15934,14282,15361,13838,15094,2835,6450,135,3686,129,138,14402
12691,14499,1430,7398,5569,13501,15524,4304,,15874,15832,12919,15458,13655,4054,14403,15635,15562,13800,15021,3449,3265,5441,15726,15947,2024,14667,15698,10212,14633,15749,1600,3246,13512,15988,11951,3180,13550,15639,15772,10803,13880,14495,13140,7789,2054,14590,5445,5462,13531,4614,15751,6402,1405,4338,16154,5710,4273,4529,4365,12395,15450,1470,3977,3539,5480,2400,2906,15569,2972,16723,1228,13785,15612,15582,5744,12562,15081,13924,3535,15952,5118,5115,3525,4552,1301,3512,5451,14094,5231,7523,15308,15879,1966,3511,11420,15718,4477,16506,12589,15946,6098,2101,16007,5674,15677,2596,Melkoya Is,13759,15833,1461,15748,13655,16049,2666,15641,3068,2919,12610,5432,3358,4437,4795,4170,13043,13629,15833,12586,15947,15956,1603
5453,1586,14620,8465,15995,6278,618,15184,15822,135,,5693,583,6431,14934,1833,397,498,2918,1129,15112,14145,15899,309,210,15919,1322,1040,9423,3876,241,14355,15413,2498,4174,4669,14060,3136,917,265,9324,6656,5123,5916,10425,13895,3351,15902,15920,6133,14342,244,11590,14638,15218,429,11740,15270,14182,15245,5158,481,15366,15279,14419,15933,13533,13786,584,12885,3539,14845,6562,374,435,10813,3279,1180,6700,14415,216,12096,15691,15150,15432,14871,15137,15909,2572,15778,10884,922,1221,14219,15136,8574,1060,15357,1089,3670,209,10223,14133,906,10840,399,13544,Chita,2282,9,14574,241,2429,904,13546,919,13948,13800,5372,15890,14239,15317,13794,15050,2791,6406,7,3666,210,219,14358
498,4370,11713,5558,13088,734,5395,12276,12915,5745,5703,,5329,888,12027,4274,5506,5433,3671,4892,12204,11238,12992,5597,5818,13012,4538,5569,10462,6718,5620,11448,12505,4235,9769,1053,11153,4662,5510,5643,11053,1112,10713,441,9258,10987,5675,12995,13012,11713,11434,5622,8767,11731,12311,6025,8833,12363,11275,12338,597,5321,12459,12372,11512,13026,10626,10879,5440,9978,9135,11937,1018,5483,5453,7906,2433,4952,1308,11507,5824,9189,12783,12243,12525,11964,12229,13002,4897,12870,9246,5179,5750,11311,12229,11670,5589,12450,6377,4093,5817,7316,11225,5878,7933,5548,10637,Karachi,3648,5704,11667,5619,3544,5920,10639,5512,11041,10892,534,12983,11331,12410,10886,12142,2914,862,5704,4090,5819,5827,11451
5080,1194,14248,8093,15623,5905,175,14811,15450,630,585,5321,,6059,14562,1442,243,144,2540,728,14739,13773,15527,340,700,15547,931,599,9831,3921,489,13983,15040,2258,4491,4297,13688,2941,486,392,9745,6284,5498,5544,10603,13522,3381,15530,15547,6520,13969,491,11301,14266,14846,920,11368,14898,13810,14873,4785,177,14994,14907,14047,15561,13161,13414,179,12512,3857,14472,6189,244,164,10441,2907,779,6328,14042,706,11724,15318,14777,15059,14499,14764,15536,2443,15405,11063,460,779,13846,14764,8962,619,14985,1096,3464,699,9851,13760,593,10468,288,13172,Nagasaki,1935,585,14202,488,2082,635,13174,488,13575,13427,5000,15518,13866,14945,13421,14677,2419,6033,586,3461,701,709,13986
1288,5108,12452,6296,13826,217,6133,13015,13653,6483,6441,888,6067,,12766,5012,6244,6171,4409,5630,12943,11977,13730,6335,6556,13751,5276,6307,11198,7457,6358,12187,13244,4973,10507,1794,11892,5400,6248,6381,11789,354,11451,567,9997,11726,6413,13734,13751,12451,12173,6360,9505,12470,13050,6763,9571,13102,12013,13077,1359,6059,13197,13110,12251,13765,11364,11618,6178,10716,9873,12676,260,6221,6191,8644,3171,5690,1523,12246,6562,9927,13522,12981,13263,12702,12968,13740,5635,13609,9984,5917,6488,12050,12967,12406,6327,13188,7115,4831,6555,8054,11964,6616,8671,6286,11375,Ras Laffan,4386,6442,12405,6357,4282,6658,11377,6250,11779,11631,1324,13722,12070,13149,11625,12881,3652,183,6442,4828,6556,6565,12190
11805,13614,2808,6512,6309,12616,14638,676,4042,14989,14946,12033,14572,12769,,13517,14750,14677,12914,14136,4371,822,6180,14840,15061,4107,13781,14812,9403,13755,14863,2543,4473,12626,15179,11065,1080,12665,14753,14886,9994,12994,13686,12255,7002,2082,13704,6184,6201,12722,4980,14866,5613,2826,979,15269,4927,5104,4827,1006,11510,14565,3554,4844,984,6219,1685,1181,14683,2127,15915,3033,12900,14727,14696,4858,11676,14196,13039,950,15067,4435,5854,4445,775,3059,4432,6190,13209,5970,6733,14422,14993,2406,4431,10611,14832,693,15621,11704,15060,5213,2321,15122,4789,14792,1528,Marsa el Brega,12873,14947,2762,14863,12769,15163,1404,14756,1151,1174,11725,6172,1077,809,4855,542,12157,12744,14948,11701,15062,15070,2546
4021,309,13189,7033,14564,4846,1503,13752,14390,1873,1831,4261,1438,5000,13503,,1615,1542,1476,1001,13680,12714,14468,1705,1946,14488,596,1678,10468,4186,1737,12924,13981,1663,5884,3237,12629,2660,1618,1757,10781,5224,6846,4485,10734,12463,3427,14471,14488,7853,12910,1739,10242,13207,13787,2154,10309,13839,12750,13814,3726,1430,13935,13847,12988,14502,12101,12355,1548,11453,5250,13413,5130,1592,1562,9382,1847,1061,5269,12983,1952,10664,14259,13718,14000,13440,13705,14477,2205,14346,10721,1288,1858,12787,13705,10258,1698,13925,2486,2870,1945,8791,12701,1987,9409,1657,12112,Haikou,1111,1831,13142,1736,1150,2029,12115,1621,12516,12368,3941,14459,12807,13886,12362,13618,1359,4974,1832,2867,1947,1955,12927
5258,1372,14425,8270,15800,6082,264,14988,15627,446,400,5498,244,6236,14739,1619,,145,2717,913,14916,13950,15704,112,516,15724,1108,687,9692,3915,188,14160,15217,2366,4455,4474,13865,3017,563,164,9570,6461,5429,5721,10558,13699,3376,15707,15724,6439,14147,189,11479,14443,15023,735,11545,15075,13987,15050,4962,265,15171,15084,14224,15738,13338,13591,230,12690,3820,14650,6366,54,82,10618,3084,964,6505,14220,521,11901,15495,14955,15237,14676,14942,15714,2487,15582,11017,619,867,14023,14941,8880,707,15162,1062,3550,515,10028,13938,553,10645,60,13349,Yanai,2095,401,14379,188,2242,595,13351,566,13753,13604,5177,15695,14043,15122,13598,14854,2596,6211,401,3547,516,525,14163
5185,1298,14352,8197,15727,6009,164,14915,15554,547,501,5425,144,6163,14666,1546,145,,2644,819,14843,13877,15631,242,617,15651,1035,587,9793,4016,317,14087,15144,2361,4402,4401,13792,3076,464,293,9607,6388,5408,5648,10659,13626,3477,15634,15651,6431,14073,318,11406,14370,14950,836,11472,15002,13914,14977,4889,347,15098,15011,14151,15665,13265,13518,149,12616,3767,14576,6293,145,65,10545,3011,870,6432,14146,622,11828,15422,14881,15163,14603,14868,15640,2570,15509,11118,520,768,13950,14868,8873,607,15089,1009,3568,616,9955,13864,500,10572,189,13276,Fukuoko,2038,502,14306,317,2185,542,13278,466,13679,13531,5104,15622,13970,15049,13525,14781,2523,6137,502,3565,617,626,14090
3422,1576,12590,6435,13965,4247,2605,13153,13791,2962,2920,3662,2540,4401,12904,1480,2717,2644,,2103,13081,12115,13869,2807,3035,13889,1748,2780,10845,4562,2837,12325,13382,1865,6986,2638,12030,2608,2720,2859,11224,4625,7930,3886,10135,11864,3524,13872,13889,8930,12311,2839,9643,12608,13188,3242,9710,13240,12151,13215,3127,2532,13336,13248,12389,13903,11502,11756,2650,10854,6352,12814,4531,2694,2664,8783,1248,2163,4670,12384,3040,10065,13660,13119,13401,12841,13106,13878,2538,13747,10122,2390,2960,12188,13106,11158,2799,13327,3588,2367,3034,8192,12102,3089,8810,2759,11514,Map Ta Phut,1024,2921,12543,2836,978,3130,11516,2723,11917,11769,3342,13860,12208,13287,11763,13019,760,4375,2921,2363,3035,3044,12328
4638,752,13805,7650,15180,5463,761,14369,15007,1171,1126,4878,723,5616,14119,999,908,813,2097,,14297,13331,15084,998,1241,15104,489,911,10134,3903,1030,13540,14598,1823,5156,3854,13246,2655,857,1050,10269,5841,6154,5102,10686,13080,3363,15087,15105,7164,13527,1032,10859,13824,14403,1461,10925,14455,13367,14430,4343,729,14551,14464,13604,15118,12718,12971,812,12070,4521,14030,5747,884,833,9998,2464,145,5885,13600,1247,11281,14876,14335,14617,14056,14322,15094,2201,14963,11146,521,1092,13404,14321,9601,931,14542,1752,3030,1240,9408,13318,1258,10025,950,12729,Taichung,1500,1126,13759,1029,1647,1300,12731,859,13133,12985,4557,15075,13424,14502,12979,14235,1976,5591,1127,3026,1242,1250,13543
11980,13789,3057,6714,2444,12791,14813,4618,3451,15164,15122,12209,14748,12945,4369,13693,14925,14852,13090,14311,,3580,2316,15015,15237,3975,13956,14988,8590,13011,15039,2647,1142,12801,14366,11240,3495,12840,14928,15062,9181,13169,12873,12430,6173,2643,13813,2319,2336,11909,1770,15041,4786,3075,4652,15444,4093,1123,1739,4680,11685,14740,3422,823,3854,2354,2755,3221,14858,2758,15101,3002,13075,14902,14872,5060,11851,14371,13214,3849,15242,3324,1990,295,4866,3207,275,2326,13384,2105,5906,14598,15168,2822,274,9798,15008,4791,15796,11879,15235,5415,2857,15297,4991,14967,2910,Canaport,13048,15122,3011,15038,12945,15339,2980,14931,3382,3234,11900,2307,3673,4752,2150,4484,12333,12919,15123,11876,15237,15246,2650
11015,12823,2018,5722,5518,11825,13848,1070,3252,14199,14156,11243,13782,11979,821,12727,13959,13886,12124,13345,3581,,5390,14050,14271,3317,12991,14022,8613,12965,14073,1753,3683,11836,14389,10275,355,11874,13963,14096,9204,12204,12896,11464,6212,1292,12914,5393,5410,11931,4190,14076,4823,2036,1105,14479,4137,4314,4037,1132,10720,13774,2764,4054,465,5428,895,396,13893,1336,15124,2242,12109,13936,13906,4068,10886,13405,12248,453,14277,3645,5064,3655,1318,2269,3642,5400,12418,5179,5943,13632,14203,1616,3641,9821,14042,1244,14831,10913,14270,4423,1530,14331,3998,14002,738,Skikda,12083,14157,1972,14072,11979,14373,614,13965,384,384,10934,5381,410,1203,4064,936,11367,11954,14157,10910,14272,14280,1756
12765,14574,5041,7499,513,13576,15598,6426,5441,15949,15907,12993,15533,13729,6177,14478,15710,15637,13875,15096,2316,5388,,15800,16021,6044,14741,15773,9158,13579,15824,4643,3165,13586,14934,12025,5303,13625,15713,15847,9749,13954,13441,13215,6740,4565,14381,4,75,12476,1632,15826,5353,5059,6461,16229,4661,1347,1800,6488,12470,15525,5491,1794,5662,117,4590,5029,15643,4394,15669,5071,13860,15687,15657,6287,12636,15156,13999,5657,16027,3838,690,2165,6674,5276,2152,10,14169,472,6474,15383,15953,4788,2151,10366,15792,6600,16581,12664,16020,6641,4795,16082,6217,15752,4719,Sabine Pass,13833,15907,4995,15823,13730,16123,4789,15716,5190,5042,12685,46,5481,6560,2238,6292,13118,13704,15908,12661,16022,16031,4647
5346,1460,14514,8358,15888,6171,359,15077,15715,363,317,5586,339,6325,14828,1708,111,240,2805,1002,15005,14039,15793,,433,15813,1197,782,9622,3970,94,14249,15306,2454,4397,4562,13954,3105,658,69,9488,6549,5346,5810,10674,13788,3430,15796,15813,6356,14235,94,11567,14532,15112,653,11633,15164,14075,15139,5051,353,15259,15172,14313,15827,13426,13680,325,12778,3762,14738,6455,142,176,10707,3172,1052,6594,14308,439,11989,15584,15043,15325,14765,15030,15802,2576,15671,11134,714,962,14112,15030,8797,802,15250,1157,3639,432,10116,14026,648,10734,105,13437,Mizushima,2184,318,14467,93,2331,690,13439,661,13841,13693,5266,15784,14132,15211,13687,14943,2684,6299,319,3635,434,442,14252
5574,1708,14742,8587,16117,6399,739,15305,15944,128,211,5815,704,6553,15056,1956,519,620,3040,1250,15233,14267,16021,430,,16041,1445,1162,9300,3844,363,14477,15534,2577,4048,4791,14182,3207,1038,386,9199,6778,4999,6038,10357,14016,3328,16024,16041,6008,14463,366,11522,14760,15340,304,11862,15392,14303,15367,5279,602,15488,15400,14541,16055,13654,13908,705,13006,3414,14966,6683,496,557,10935,3400,1301,6822,14536,13,12218,15812,15271,15553,14993,15258,16030,2626,15899,10816,1042,1342,14340,15258,8450,1182,15479,964,3740,14,10344,14254,879,10962,521,13666,Futtsu,2404,212,14695,363,2551,779,13668,1041,14069,13921,5494,16012,14360,15439,13915,15171,2912,6527,212,3737,10,16,14480
12782,14591,1399,7489,6167,13593,15615,4370,2008,15966,15923,13010,15550,13746,4121,14495,15727,15654,13891,15113,3967,3332,6039,15817,16038,,14758,15789,10357,14732,15840,1829,3814,13603,16133,12042,3247,13642,15730,15863,10948,13971,14639,13232,7942,2084,14681,6042,6060,13675,5124,15843,6555,1371,4405,16246,5863,4791,5028,4432,12487,15542,678,4495,3606,6077,2467,2973,15660,3065,16868,1287,13877,15704,15674,5835,12653,15173,14016,3602,16044,5305,5713,4043,4619,1239,4030,6049,14186,5829,7676,15399,15970,1951,4030,11564,15809,4544,16598,12681,16037,6190,2089,16099,5766,15769,2663,Shtokman,13850,15924,1430,15840,13747,16140,2733,15733,3135,2986,12702,6030,3425,4504,5257,4237,13134,13721,15925,12678,16039,16047,1832
4289,343,13457,7301,14831,5114,997,14020,14658,1366,1324,4529,931,5268,13771,600,1109,1035,1748,494,13948,12982,14736,1199,1440,14756,,1171,10024,3742,1231,13192,14249,1512,5378,3505,12897,2439,1112,1250,10304,5492,6340,4753,10527,12731,3202,14739,14756,7347,13178,1233,10510,13475,14055,1647,10576,14107,13018,14082,3994,924,14202,14115,13256,14770,12369,12623,1042,11721,4743,13681,5398,1085,1055,9650,2115,554,5537,13251,1445,10932,14527,13986,14268,13708,13973,14745,1985,14614,10986,781,1352,13055,13973,9752,1191,14193,1980,2719,1439,9059,12969,1480,9677,1151,12380,Yung An,1186,1325,13410,1230,1333,1522,12382,1115,12784,12636,4209,14727,13075,14154,12630,13886,1627,5242,1325,2716,1440,1449,13195
5314,1428,14481,8326,15856,6138,512,15044,15683,1092,1047,5554,598,6292,14795,1675,690,591,2773,910,14972,14006,15760,787,1162,15780,1164,,10339,4394,863,14216,15273,2499,4916,4530,13921,3304,286,839,10121,6517,5923,5777,11100,13755,3854,15763,15780,6945,14203,864,11535,14499,15079,1382,11601,15131,14043,15106,5018,694,15227,15140,14280,15794,13394,13647,567,12746,4281,14705,6422,691,611,10674,3140,946,6561,14275,1168,11957,15551,15011,15293,14732,14998,15770,2827,15638,11559,537,215,14079,14997,9387,94,15218,1507,3705,1161,10084,13993,1031,10701,735,13405,Jiangsu,2175,1048,14435,863,2323,1068,13407,289,13809,13660,5233,15751,14099,15178,13654,14910,2652,6267,1048,3702,1163,1172,14219
10237,10257,9066,5286,9257,11048,9912,9651,10212,9337,9420,10465,9831,11201,9402,10474,9692,9793,10847,10155,8590,8613,9161,9621,9292,10365,10026,10335,,6725,9554,8812,9057,9667,6187,9497,8528,8653,10212,9577,624,11426,4680,10687,2730,8352,7466,9164,9181,3638,7603,9556,3895,9084,9685,9231,4575,8541,7444,9713,9942,9729,9812,8607,8886,9195,7998,8253,9879,7340,6927,9291,11332,9669,9730,6759,10030,10215,11470,8882,9297,5358,8955,8569,9899,9317,8556,9170,9137,9039,3189,10170,10516,8676,8555,1296,10355,9824,9150,8789,9291,6380,8590,9525,6723,9712,8011,Quintero,9966,9421,9020,9553,10112,9425,8013,10214,8415,8267,10156,9152,8706,9785,7055,9517,10312,11176,9421,8786,9292,9301,8815
6478,3973,13434,7278,13675,7303,4063,13997,14630,3838,3873,6718,3921,7457,13747,4190,3913,4014,4562,3909,13008,12959,13579,3967,3835,14733,3742,4395,6722,,3900,13168,13475,3383,6357,5694,12874,2293,4282,3923,7177,7682,6329,6942,7148,12708,1109,13582,13599,6740,12021,3902,8314,13452,14031,3957,8993,12959,11862,14058,6183,3823,14179,13025,13232,13613,12346,12599,4089,11698,5996,13658,7587,3890,3951,9626,4440,3968,7726,13228,3840,9776,13373,12987,14245,13684,12974,13589,2853,13457,7608,4070,4575,13032,12973,7272,4415,14170,4491,3126,3833,9036,12946,4422,9653,3955,12357,Gladstone,3681,3873,13387,3899,3828,4411,12359,4285,12761,12613,6398,13570,13052,14130,11473,13863,3952,7431,3874,3123,3835,3844,13172
5371,1493,14538,8383,15913,6195,437,15101,15740,297,252,5611,488,6349,14852,1741,188,318,2836,1035,15029,14063,15817,92,367,15837,1230,859,9556,3904,,14273,15330,2444,4331,4587,13978,3088,736,48,9422,6574,5281,5834,10608,13812,3364,15820,15837,6290,14260,15,11592,14556,15136,587,11658,15188,14100,15163,5075,386,15284,15197,14337,15851,13451,13704,403,12803,3696,14763,6479,220,254,10731,3197,1085,6618,14333,373,12014,15608,15068,15350,14789,15055,15827,2541,15695,11068,792,1040,14136,15054,8732,879,15275,1235,3621,366,10141,14051,726,10758,183,13462,Senboku,2200,252,14492,2,2347,767,13464,739,13866,13717,5290,15808,14156,15235,13711,14967,2709,6324,253,3618,368,376,14276
11222,13030,549,5929,4771,12032,14054,2810,1592,14405,14363,11450,13989,12186,2561,12934,14166,14093,12331,13552,2643,1772,4643,14257,14478,1848,13198,14229,8809,13171,14280,,2588,12043,14585,10481,1687,12081,14169,14303,9400,12411,13092,11671,6372,534,13120,4646,4663,12127,3673,14282,4985,567,2845,14685,4294,3467,3560,2872,10926,13981,1295,3171,2046,4681,907,1413,14100,1504,15320,773,12316,14143,14113,4275,11092,13612,12455,2041,14483,3729,4316,2719,3058,800,2706,4652,12625,4432,6106,13839,14409,405,2706,10017,14249,2983,15037,11120,14477,4629,556,14538,4205,14208,1103,South Hook,12289,14364,502,14279,12186,14580,1172,14172,1574,1426,11141,4634,1865,2944,3733,2676,11574,12160,14364,11117,14478,14487,3
12273,14081,3016,6980,3281,13083,15105,4719,3254,15456,15414,12501,15040,13237,4470,13985,15217,15144,13382,14603,1127,3681,3153,15308,15529,3819,14249,15280,9046,13467,15331,2594,,13094,14822,11533,3596,13132,15221,15354,9637,13462,13329,12722,6629,2733,14171,3156,3173,12365,2478,15333,5242,3034,4754,15736,4549,1965,2440,4781,11977,15032,3266,1667,3955,3191,2846,3322,15151,2921,15558,2847,13367,15194,15164,5326,12143,14663,13506,3950,15534,3818,2827,1204,4967,3052,1191,3163,13676,2942,6363,14890,15460,2799,1190,10254,15300,4893,16088,12171,15528,5680,2948,15589,5256,15259,3012,Quebec,13340,15415,2970,15330,13237,15631,3082,15223,3483,3335,12192,3144,3774,4853,2807,4585,12625,13211,15415,12168,15529,15538,2597
