from,Aliaga,Altamira,Andres,Arzew,Bahia,Bahia Blanca,Balhaf,Barcelona,Bilbao,Bintulu,Bioko Is,Blang Lacang,Bonny Is,Bontang,Cameron,Canaport,Cape Town,Cartagena,Chita,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Damietta,Dampier,Darwin,Das Is,Dragon LNG,Dubai,El Ferrol,Elba Is,Escobar,Everett,Fos Sur Mer,Freeport,Fujian,Fukuoko,Futtsu,Gate,Gibraltar,Gladstone,Golden Pass,Guanabara Bay,Guangdong Dapeng,Gwangyang,Haikou,Hatsukaichi,Hazira,Heibei,Higashi-Ogishima,Himeji,Huelva,Idku,Incheon,Iran,Isle of Grain,Jiangsu,Kagoshima,Karachi,Kawagoe,Kenai,Kitimat,Kochi,Krk Island,Lake Charles,Livorno,Lumut,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Melkoya Is,Mina Al-Ahmadi,Mizushima,Montoir,Nagasaki,Negishi,Neptune,Niigata,North East Gateway,Oita,Osaka,Pampa Melchorita,Panigaglia,Panuelas,Pascagoula,Pecem,Pluto,Point Fortin,Port Arthur,Port Dolphin,Port Moresby,Pyeongtaek,Qalhat,Quebec,Quintero,Ras Laffan,Revithoussa,Rovigo,Sabine Pass,Sagunto,Sakai,Sakhalin II,Senboku,Sendai,Shanghai,Shimizu,Shin-minato,Shtokman,Sines,Singapore,Skikda,Sodegaura,South Hook,Soyo,Swinoujscie,Taichung,Tangguh,Teeside,Tenerife,Tobata,Tongyeong,Wilhelmshaven,Yanai,Yokkaichi,Yokohama,Yung An,Zeebrugge
Panuelas,5072,1895,202,3688,2944,5023,12281,3949,3579,12012,4568,10919,4499,11869,1791,1738,5782,3675,14189,11723,1390,10753,11048,14075,5320,10947,11908,11987,3563,11859,3343,1190,4757,1587,4127,1834,13439,13919,14304,3948,3435,11862,1803,3636,12856,13881,12760,14035,10967,14236,14310,14129,3370,5246,13999,12143,3930,14055,13808,11276,14191,13952,13217,10308,5107,1820,4303,12116,10759,12157,5206,4823,8032,4529,12237,14083,3631,13815,14303,1574,14406,1574,13969,14109,8648,4308,,1678,2121,10944,566,1809,1571,12664,13996,11498,2451,7441,12012,4938,5134,1800,3836,14106,14864,14106,14512,13665,14232,14364,5034,3265,11400,4034,14313,3560,4914,4480,13379,12452,4061,2925,13939,13926,4181,13993,14190,14305,13024,3883
Pascagoula,6216,744,1510,4832,4540,6619,13877,5093,4585,13608,6076,12515,6007,13465,463,2105,7378,4818,15785,13319,1584,12348,12644,15671,6464,12542,13503,13583,4436,13454,4355,1136,6353,1954,5271,511,15034,15515,15900,4849,4578,13457,475,5232,14452,15477,14356,15630,12563,15832,15906,15725,4509,6389,15594,13738,4830,15651,15403,12872,15786,15548,14812,11904,6250,493,5447,13712,12355,13753,6349,5967,9627,5231,13833,15679,4577,15411,15899,1941,16002,1941,15565,15704,10244,5451,1678,,3716,12539,2116,482,407,14259,15592,13093,2954,9036,13608,6082,6278,472,4980,15701,16459,15702,16107,15261,15827,15960,5833,4379,12996,5178,15909,4433,6431,5280,14974,14047,4860,4183,15535,15522,5066,15588,15786,15900,14620,4784
Pecem,4675,3933,2281,3291,858,2937,10196,3552,3536,9927,2900,8833,2831,9783,3829,3322,3696,3277,12103,9637,3304,8667,8962,11989,4923,8861,9822,9901,3733,9773,3298,3229,2671,3291,3730,3872,11353,11834,12218,4031,3037,9776,3841,1550,10771,11795,10674,11949,8882,12150,12224,12043,3028,4848,11913,10057,4013,11969,11722,9190,12105,11866,11131,8222,4709,3858,3906,10030,8673,10071,4808,4425,5946,5115,10151,11997,3622,11729,12217,3278,12320,3277,11884,12023,6562,3910,2121,3716,,8858,1732,3847,3639,10578,11910,9412,3823,5355,9926,4541,4736,3838,3439,12020,12778,12020,12426,11579,12146,12279,5312,3010,9314,3637,12227,3730,3075,4758,11293,10366,4237,2493,11853,11840,4263,11907,12104,12219,10938,3966
Pluto,11945,12757,11103,10561,8502,8857,5097,10822,10894,2071,7575,2236,7602,1323,12652,11873,5227,10548,3664,8150,12041,3554,3850,3729,12193,10,1038,4803,11120,4674,10656,12032,8914,11911,11000,12695,3092,3565,3731,11400,10308,3121,12664,8435,2785,3527,2871,3587,3769,3890,3736,3639,10306,12119,3652,4958,11382,3709,3395,4090,3665,6913,7518,3066,11980,12681,11176,2174,8825,2363,12079,11696,9217,12584,5053,3636,10980,3461,3729,11898,4051,11898,3522,3619,9401,11181,10944,12539,8858,,10555,12670,12452,2077,3650,4313,12174,8784,4828,11811,12007,12661,10709,3616,4509,3616,3930,3319,3684,4010,12681,10294,1748,10907,3740,11117,6985,12128,3032,1699,11606,9646,3583,3572,11633,3545,3665,3731,2716,11336
Point Fortin,5099,2334,707,3715,2555,4635,11893,3976,3687,11624,4301,10531,4231,11481,2229,2148,5394,3702,13801,11335,1900,10364,10660,13687,5348,10558,11519,11598,3736,11470,3451,1720,4369,2046,4154,2272,13050,13531,13916,4110,3462,11473,2241,3248,12468,13493,12372,13646,10579,13848,13922,13741,3406,5273,13610,11754,4092,13667,13419,10888,13802,13564,12828,9920,5134,2258,4330,11728,10371,11769,5233,4850,7643,4795,11849,13695,3758,13427,13915,2033,14018,2032,13581,13720,8260,4335,566,2116,1732,10555,,2248,2041,12275,13608,11109,2818,7052,11624,4965,5161,2238,3864,13717,14475,13718,14123,13277,13843,13976,5263,3315,11012,4061,13925,3733,4619,4709,12990,12063,4290,2855,13551,13538,4343,13604,13802,13916,12636,4046
Port Arthur,6436,522,1641,5052,4671,6750,14008,5313,4805,13739,6296,12646,6227,13596,55,2325,7509,5039,15916,13450,1804,12480,12775,15802,6684,12674,13634,13714,4656,13585,4575,1356,6484,2174,5491,126,15165,15646,16031,5069,4798,13589,6,5363,14583,15608,14487,15762,12694,15963,16037,15856,4729,6609,15726,13869,5051,15782,15535,13003,15918,15679,14943,12035,6471,85,5667,13843,12486,13884,6570,6187,9759,5451,13964,15810,4797,15542,16030,2161,16133,2161,15696,15836,10375,5672,1809,482,3847,12670,2248,,700,14391,15723,13224,3174,9168,13739,6302,6498,10,5200,15833,16591,15833,16239,15392,15959,16091,6053,4599,13127,5398,16040,4653,6651,5500,15105,14178,5081,4403,15666,15653,5286,15720,15917,16032,14751,5004
Port Dolphin,6100,915,1435,4716,4455,6534,13790,4977,4469,13521,5960,12428,5891,13378,682,1989,7288,4703,15698,13234,1468,12261,12557,15584,6348,12455,13416,13495,4320,13367,4239,1020,6268,1838,5155,729,14947,15428,15813,4733,4462,13373,694,5147,14365,15390,14269,15543,12476,15744,15818,15638,4393,6273,15507,13651,4715,15564,15316,12785,15699,15463,14728,11817,6134,711,5331,13625,12270,13666,6234,5851,9543,5115,13746,15592,4461,15324,15812,1825,15915,1825,15478,15617,10159,5336,1571,407,3639,12452,2041,700,,14175,15505,13006,2838,8952,13521,5966,6162,690,4864,15614,16372,15615,16020,15174,15740,15873,5717,4263,12909,5062,15822,4317,6315,5164,14887,13960,4745,4067,15448,15435,4950,15501,15699,15813,14533,4668
Port Moresby,13949,14477,12824,12565,9796,7950,6682,12825,12898,3027,9578,3396,9605,2340,14372,13811,7230,12551,3351,6233,13827,5139,5434,3875,14197,2083,1249,6388,13123,6259,12660,13761,8410,13789,13004,14415,3429,3477,3322,13403,12311,1109,14384,9116,3345,3523,3431,3418,5354,4036,3327,3386,12309,14122,3745,6543,13385,3855,3284,5675,3352,5569,6037,4651,13983,14401,13180,2881,6773,3524,14082,13699,7904,14587,6638,3430,12984,3381,3321,13776,3898,13775,3353,3365,7933,13184,12664,14259,10578,2079,12275,14391,14175,,3742,5898,14178,7464,6413,13815,14010,14381,12713,3362,3979,3362,3444,3530,3325,3885,14684,12298,2909,12910,3331,13120,8988,14131,3369,1938,13610,11650,3414,3549,13636,3376,3351,3322,3202,13339
Pyeongtaek,14993,15804,14151,13608,11549,10989,6509,13869,13942,2271,10622,3088,10649,2447,15699,14920,8274,13595,926,5802,15088,4966,5262,293,15241,3653,3225,6215,14167,6086,13703,15079,11449,14959,14047,15742,899,470,1042,14447,13355,4284,15711,11483,1376,391,1623,614,5181,462,1047,718,13353,15166,54,6370,14429,286,584,5502,927,4161,4795,4478,15027,15729,14224,2124,6825,2721,15126,14743,10000,15631,6465,666,14027,488,1040,14946,947,14945,570,743,9266,14228,13991,15587,11905,3650,13602,15718,15499,3745,,5725,15222,10218,6240,14859,15054,15708,13757,742,1386,742,1261,506,972,910,15728,13342,2600,13954,1051,14164,10032,15175,863,2740,14654,12694,490,447,14680,570,927,1042,1113,14383
Qalhat,12498,13309,11656,11114,9054,9479,985,11375,11447,3768,8127,2656,8154,4459,13205,12426,5779,11101,5927,10936,12593,845,788,5812,12746,4317,4886,543,11673,415,11209,12585,9467,12464,11553,13248,5176,5657,6041,11953,10860,6942,13217,8988,4594,5618,4498,5772,824,5973,6047,5867,10858,12671,5736,699,11935,5793,5545,441,5928,9359,9993,1280,12532,13234,11729,3871,11937,3894,12632,12249,11275,13136,794,5820,11533,5553,6040,12451,6143,12450,5707,5846,11891,11733,11496,13092,9410,4313,11108,13223,13005,5898,5733,,12727,10684,569,12364,12560,13213,11262,5843,6601,5843,6249,5402,5969,6102,13234,10847,3138,11460,6051,11670,7537,12680,5116,5120,12159,10199,5677,5663,12185,5730,5927,6042,4761,11888
Quebec,4719,3281,2478,3335,4549,6629,13506,3596,2948,13237,5326,12143,5256,13094,3144,1127,6980,3322,15414,13329,1667,11977,12273,15300,4967,12171,13132,13211,2597,13083,2733,1965,6363,1204,3774,3191,14663,15144,15529,3034,3082,13467,3156,5242,14081,15105,13985,15259,12192,15460,15534,15354,3012,4893,15223,13367,3016,15280,15032,12501,15415,15558,14822,11533,4754,3173,3950,13340,12365,13382,4853,4470,9637,3254,13462,15308,2799,15040,15528,1191,15631,1190,15194,15333,10254,3955,2440,2942,3818,12168,2807,3163,2827,14171,15221,12722,,9046,13237,4585,4781,3153,3483,15330,16088,15331,15736,14890,15456,15589,3819,2846,12625,3681,15538,2594,5680,3266,14603,13676,2847,2921,15164,15151,3052,15217,15415,15529,14249,2970
Quintero,9651,9257,7603,8267,4575,2730,11470,8528,8590,10112,6759,10030,6723,9667,9152,8590,5286,8253,9420,4680,8607,9942,10237,10355,9899,8789,8653,11176,8815,11048,8352,8541,3189,8569,8706,9195,10215,9793,9292,9084,8013,6725,9164,3895,10257,9912,10474,9712,10156,10516,9297,9577,8011,9824,10214,11332,9066,10335,9729,10465,9421,6927,6187,9497,9685,9181,8882,9966,3638,10847,9785,9402,624,10212,11426,9621,8676,9831,9291,8556,9425,8555,9669,9556,1296,8886,7444,9039,5358,8786,7055,9170,8955,7466,10212,10687,9057,,11201,9517,9713,9161,8415,9553,9150,9554,9231,10170,9337,9525,10365,7998,10312,8613,9301,8812,6380,9812,10155,9137,9291,7340,9730,9879,9317,9692,9421,9292,10026,9020
Ras Laffan,13015,13826,12173,11631,9571,9997,1523,11892,11964,4282,8644,3171,8671,4973,13722,12943,6296,11618,6441,11451,13110,1359,1288,6327,13263,4831,5400,183,12190,217,11726,13102,9984,12981,12070,13765,5690,6171,6556,12470,11377,7457,13734,9505,5108,6133,5012,6286,1324,6488,6562,6381,11375,13188,6250,260,12452,6307,6059,888,6442,9873,10507,1794,13050,13751,12246,4386,12451,4409,13149,12766,11789,13653,354,6335,12050,6067,6555,12968,6658,12967,6221,6360,12406,12251,12013,13609,9927,4828,11625,13740,13522,6413,6248,567,13244,11198,,12881,13077,13730,11779,6357,7115,6358,6763,5917,6483,6616,13751,11364,3652,11977,6565,12187,8054,13197,5630,5635,12676,10716,6191,6178,12702,6244,6442,6556,5276,12405
Revithoussa,214,6420,5091,1285,5038,7113,13150,1188,2432,12881,4969,11787,4900,12737,6283,4482,6623,1292,15058,13797,4955,11621,11916,14943,588,11815,12776,12855,2657,12727,2194,5215,6844,4556,1184,6330,14307,14788,15172,2937,1515,13866,6295,5724,13725,14749,13629,14903,11836,15104,15178,14998,1639,539,14867,13011,2919,14923,14676,12144,15059,16026,15290,11176,838,6312,1046,12984,12833,13025,347,539,10105,4153,13105,14951,2518,14684,15171,4543,15274,4543,14838,14977,10722,1079,4938,6081,4546,11812,4966,6301,5965,13815,14864,12366,4584,9514,12880,,865,6291,1262,14974,15732,14974,15380,14533,15100,15233,4218,1796,12268,933,15182,2654,5324,3665,14247,13320,3144,2238,14808,14794,3170,14861,15058,15173,13892,2873
Rovigo,1001,6617,5289,1483,5236,7311,13347,1386,2629,13078,5167,11985,5097,12935,6480,4680,6821,1490,15255,13995,5153,11819,12114,15141,1278,12013,12973,13053,2855,12924,2391,5413,7042,4754,1382,6527,14504,14985,15370,3135,1713,14064,6492,5922,13922,14947,13826,15101,12033,15302,15376,15195,1837,1209,15065,13208,3117,15121,14874,12342,15257,16223,15488,11374,128,6510,1244,13182,13030,13223,1134,1004,10303,4351,13303,15149,2715,14881,15369,4741,15472,4740,15035,15175,10920,1277,5136,6279,4744,12009,5163,6499,6163,14013,15062,12563,4782,9712,13078,867,,6489,1459,15172,15930,15172,15578,14731,15298,15430,4416,1994,12466,1131,15379,2852,5522,3863,14444,13517,3341,2435,15005,14992,3368,15059,15256,15371,14090,3071
Sabine Pass,6426,513,1632,5042,4661,6740,13999,5303,4795,13730,6287,12636,6217,13586,46,2316,7499,5029,15907,13441,1794,12470,12765,15792,6674,12664,13625,13704,4647,13576,4565,1347,6474,2165,5481,117,15156,15637,16021,5059,4789,13579,4,5353,14574,15598,14478,15752,12685,15953,16027,15847,4719,6600,15716,13860,5041,15773,15525,12993,15908,15669,14934,12025,6461,75,5657,13833,12476,13875,6560,6177,9749,5441,13954,15800,4788,15533,16020,2152,16123,2151,15687,15826,10366,5662,1800,472,3838,12661,2238,10,690,14381,15713,13215,3165,9158,13729,6292,6488,,5190,15823,16581,15824,16229,15383,15949,16082,6044,4590,13118,5388,16031,4643,6641,5491,15096,14169,5071,4394,15657,15643,5276,15710,15907,16022,14741,4995
Sagunto,1397,5312,3984,242,3931,6006,12042,156,1324,11773,3862,10680,3792,11630,5175,3375,5516,170,13950,12690,3847,10514,10809,13836,1646,10707,11668,11748,1550,11619,1086,4108,5737,3449,339,5222,13199,13680,14065,1830,408,12759,5187,4617,12617,13642,12521,13796,10728,13997,14071,13890,532,1571,13759,11903,1812,13816,13568,11037,13951,14918,14183,10069,1432,5204,533,11877,11725,11918,1530,1148,8998,3046,11998,13844,1410,13576,14064,3436,14167,3435,13730,13869,9615,533,3831,4973,3439,10704,3858,5194,4858,12708,13757,11258,3477,8407,11773,1263,1459,5184,,13866,14624,13867,14272,13426,13992,14125,3111,689,11161,382,14074,1547,4217,2558,13139,12212,2036,1130,13700,13687,2063,13753,13951,14066,12785,1766
Sakai,15101,15912,14259,13717,11657,10608,6618,13978,14050,2347,10730,3196,10757,2444,15808,15029,8382,13704,251,5280,15196,5075,5370,879,15349,3621,3087,6323,14276,6195,13812,15188,11067,15067,14156,15851,1085,317,367,14556,13463,3903,15820,11591,1492,436,1740,182,5289,1039,372,47,13461,15274,738,6479,14538,859,386,5610,252,3696,4330,4586,15136,15837,14332,2200,6290,2836,15235,14852,9421,15739,6573,92,14136,488,365,15054,767,15053,219,14,8731,14337,14099,15695,12013,3617,13711,15826,15608,3364,735,5834,15330,9555,6348,14967,15163,15816,13865,,1234,12,586,791,296,725,15837,13450,2708,14063,376,14273,10140,15283,1034,2540,14762,12802,254,402,14788,188,252,367,1229,14491
Sakhalin II,15861,16673,15019,14477,12418,10727,7378,14738,14810,3131,11491,3957,11518,3307,16568,15789,9143,14464,1082,4557,15957,5835,6131,1525,16110,4514,4022,7084,15036,6955,14572,15948,11187,15827,14916,16611,1801,1011,949,15316,14224,4489,16580,11893,2245,1065,2492,1108,6050,1685,954,1212,14222,16035,1384,7239,15298,1505,1285,6371,1083,2882,3516,5347,15896,16597,15092,2984,5584,3590,15995,15612,8775,16500,7334,1160,14896,1097,947,15814,606,15814,1064,1237,8025,15097,14860,16455,12774,4511,14471,16587,16368,3974,1381,6594,16090,9161,7109,15727,15923,16577,14625,1233,,1234,705,1447,999,693,16597,14211,3469,14823,958,15033,10901,16044,1759,3468,15522,13562,984,1016,15549,1064,1083,949,1981,15252
Senboku,15101,15913,14260,13717,11658,10608,6618,13978,14051,2347,10731,3197,10758,2444,15808,15029,8383,13704,252,5281,15197,5075,5371,879,15350,3621,3088,6324,14276,6195,13812,15188,11068,15068,14156,15851,1085,318,367,14556,13464,3904,15820,11592,1493,437,1741,183,5290,1040,373,48,13462,15275,739,6479,14538,859,386,5611,253,3696,4331,4587,15136,15837,14333,2200,6290,2836,15235,14852,9422,15740,6574,92,14136,488,366,15055,767,15054,220,15,8732,14337,14100,15695,12014,3618,13711,15827,15608,3364,736,5834,15330,9556,6349,14967,15163,15817,13866,2,1235,,587,792,297,726,15837,13451,2709,14063,376,14273,10141,15284,1035,2541,14763,12803,254,403,14789,188,252,368,1230,14492
Sendai,15508,16319,14666,14123,12064,10446,7024,14384,14457,2753,11137,3603,11164,2774,16214,15435,8789,14110,427,4802,15603,5481,5777,1398,15756,3935,3402,6730,14682,6601,14218,15594,10905,15474,14562,16257,1517,836,294,14962,13870,3959,16226,11611,1910,955,2158,737,5696,1558,299,602,13868,15681,1257,6885,14944,1378,818,6017,428,3185,3820,4993,15542,16244,14739,2606,5810,3242,15641,15258,9001,16146,6980,646,14542,920,292,15461,516,15460,712,581,8252,14743,14506,16102,12420,3932,14118,16233,16014,3444,1254,6240,15737,9231,6755,15374,15569,16223,14272,578,710,579,,1258,344,616,16243,13857,3115,14469,303,14679,10547,15690,1466,2813,15169,13209,772,921,15195,735,428,294,1647,14898
Shanghai,14659,15471,13817,13275,11216,10808,6176,13536,13608,1937,10289,2754,10316,2114,15366,14587,7941,13262,923,5861,14755,4633,4928,565,14907,3320,2927,5881,13834,5753,13370,14746,11267,14625,13714,15409,561,520,1039,14114,13022,4068,15378,11149,1042,453,1290,663,4848,726,1044,767,13020,14833,509,6037,14096,545,519,5169,924,4220,4854,4145,14694,15395,13890,1790,6884,2388,14793,14410,10059,15298,6132,716,13694,460,1038,14612,1007,14612,620,792,9325,13895,13657,15253,11572,3317,13269,15384,15166,3528,506,5392,14888,10169,5907,14525,14721,15375,13423,791,1445,792,1258,,969,965,15395,13008,2267,13621,1048,13831,9698,14842,525,2459,14320,12360,540,506,14347,619,924,1039,779,14049
Shimizu,15228,16039,14386,13843,11784,10420,6744,14104,14177,2473,10857,3323,10884,2522,15934,15156,8509,13830,134,5042,15323,5201,5497,1108,15476,3689,3156,6450,14402,6322,13939,15314,10879,15194,14282,15977,1228,546,128,14682,13590,3841,15946,11585,1630,665,1877,447,5416,1269,134,312,13588,15401,967,6606,14664,1088,529,5737,135,3458,4092,4713,15262,15964,14459,2326,6052,2962,15361,14978,9242,15866,6700,357,14263,631,127,15181,822,15180,422,292,8493,14463,14226,15822,12140,3686,13838,15953,15734,3325,964,5960,15457,9341,6475,15094,15289,15943,13992,289,1008,289,348,969,,923,15963,13577,2835,14189,138,14399,10267,15410,1177,2581,14889,12929,483,631,14915,445,135,129,1366,14618
Shin-minato,15360,16172,14518,13976,11917,10927,6877,14237,14309,2630,10990,3456,11017,2806,16067,15288,8642,13963,909,5041,15456,5334,5630,1046,15608,4013,3521,6582,14535,6454,14071,15447,11386,15326,14415,16110,1315,500,868,14815,13723,4424,16079,11851,1743,586,1991,597,5549,1206,874,701,13721,15534,905,6738,14797,1026,774,5870,910,3400,4034,4846,15395,16096,14591,2483,6063,3089,15494,15111,9239,15999,6833,650,14395,593,867,15313,130,15313,553,726,8505,14596,14359,15954,12273,4010,13970,16085,15867,3885,902,6093,15589,9526,6608,15226,15422,16076,14124,725,691,725,616,965,918,,16096,13710,2968,14322,877,14532,10400,15543,1264,2996,15021,13061,473,540,15048,553,910,869,1480,14751
Shtokman,4370,6167,5124,2986,5863,7942,14016,3247,2089,13747,5835,12653,5766,13603,6030,3967,7489,2973,15923,14639,4495,12487,12782,15809,4619,12681,13642,13721,1832,13593,2084,4791,7676,4043,3425,6077,15173,15654,16038,1371,2733,14732,6042,6555,14591,15615,14495,15769,12702,15970,16044,15863,2663,4544,15733,13877,1399,15789,15542,13010,15925,16868,16133,12042,4405,6060,3602,13850,13675,13891,4504,4121,10948,2008,13971,15817,1951,15550,16037,4030,16140,4030,15704,15843,11564,3606,5028,5829,5305,12678,5257,6049,5713,14681,15730,13232,3814,10357,13746,4237,4432,6039,3135,15840,16598,15840,16246,15399,15966,16099,,2467,13134,3332,16047,1829,6190,678,15113,14186,1287,3065,15674,15660,1239,15727,15924,16039,14758,1430
Sines,1952,4718,3413,568,3514,5588,11633,829,668,11364,3452,10270,3383,11220,4581,2753,5106,555,13541,12278,3236,10104,10399,13426,2200,10298,11259,11338,894,11210,430,3495,5322,2829,1007,4628,12790,13271,13655,1174,315,12349,4593,4201,12208,13232,12112,13386,10319,13587,13661,13481,245,2126,13350,11494,1156,13406,13159,10627,13542,14506,13771,9659,1987,4610,1183,11467,11313,11508,2086,1703,8586,2390,11588,13434,754,13167,13654,2816,13757,2815,13321,13460,9203,1188,3265,4379,3009,10295,3315,4599,4263,12298,13347,10849,2851,7995,11363,1818,2014,4590,716,13457,14215,13457,13863,13016,13583,13716,2455,,10751,914,13664,891,3807,1902,12730,11803,1380,692,13291,13277,1407,13344,13541,13656,12375,1110
Singapore,12399,13210,11557,11015,8955,9380,3915,11275,11348,635,8028,494,8055,1427,13105,12327,5680,11001,2794,7804,12494,2373,2668,2680,12647,1752,1993,3621,11573,3493,11110,12485,9368,12365,11454,13148,2043,2524,2909,11853,10761,3953,13117,8889,1461,2486,1365,2639,2587,2841,2915,2734,10759,12572,2603,3777,11835,2660,2412,2908,2795,6226,6860,1884,12433,13135,11630,739,8804,762,12532,12149,10748,13037,3871,2688,11434,2420,2908,12352,3011,12351,2574,2713,10775,11634,11397,12993,9311,1749,11009,13124,12906,2910,2601,3131,12628,10311,3646,12265,12460,13114,11163,2710,3468,2711,3116,2270,2836,2969,13134,10748,,11360,2918,11570,7438,12581,1983,2089,12060,10100,2544,2531,12086,2597,2795,2909,1629,11789
Skikda,1070,5518,4190,384,4137,6212,12248,355,1530,11979,4068,10886,3998,11836,5381,3581,5722,396,14156,12896,4054,10720,11015,14042,1318,10913,11874,11954,1756,11825,1292,4314,5943,3655,410,5428,13405,13886,14271,2036,614,12965,5393,4823,12823,13848,12727,14002,10934,14203,14277,14096,738,1244,13965,12109,2018,14022,13774,11243,14157,15124,14389,10275,1105,5410,453,12083,11931,12124,1203,821,9204,3252,12204,14050,1616,13782,14270,3642,14373,3641,13936,14076,9821,465,4037,5179,3645,10910,4064,5400,5064,12914,13963,11464,3683,8613,11979,936,1132,5390,384,14072,14831,14073,14479,13632,14199,14331,3317,895,11367,,14280,1753,4423,2764,13345,12418,2242,1336,13906,13893,2269,13959,14157,14272,12991,1972
Sodegaura,15311,16123,14469,13927,11868,10363,6828,14188,14260,2557,10941,3407,10968,2583,16018,15239,8593,13914,217,5005,15407,5285,5581,1188,15560,3747,3213,6534,14486,6405,14022,15398,10823,15278,14366,16061,1307,626,20,14766,13674,3850,16030,11529,1714,745,1962,527,5500,1349,13,392,13672,15485,1047,6689,14748,1168,608,5821,219,3420,4055,4797,15346,16047,14542,2410,6015,3046,15445,15062,9205,15950,6784,437,14346,710,20,15264,785,15264,502,372,8456,14547,14310,15905,12224,3743,13921,16037,15818,3335,1045,6044,15540,9306,6559,15177,15373,16027,14075,369,970,369,310,1049,134,885,16047,13661,2919,14273,,14483,10351,15494,1257,2632,14972,13012,563,712,14999,525,218,16,1451,14702
South Hook,2810,4771,3673,1426,4294,6372,12455,1687,556,12186,4275,11092,4205,12043,4634,2643,5929,1413,14363,13092,3171,10926,11222,14249,3058,11120,12081,12160,3,12032,534,3467,6106,2719,1865,4681,13612,14093,14478,567,1172,13171,4646,4985,13030,14054,12934,14208,11141,14409,14483,14303,1103,2983,14172,12316,549,14229,13981,11450,14364,15320,14585,10481,2845,4663,2041,12289,12127,12331,2944,2561,9400,1592,12411,14257,405,13989,14477,2706,14580,2706,14143,14282,10017,2046,3560,4432,3729,11117,3733,4652,4316,13120,14169,11671,2588,8809,12186,2676,2872,4643,1574,14279,15037,14280,14685,13839,14405,14538,1848,907,11574,1772,14487,,4629,1295,13552,12625,773,1504,14113,14100,800,14166,14364,14478,13198,502
Soyo,5457,6770,5097,4073,3061,4496,8322,4334,4407,8053,712,6960,739,7910,6633,5412,1787,4060,10230,10660,5680,6794,7089,10116,5706,6988,7949,8028,4632,7900,4168,5794,4306,5476,4512,6680,9480,9960,10345,4912,3820,9039,6645,3391,8897,9922,8801,10076,7008,10277,10351,10170,3818,5631,10040,8184,4894,10096,9849,7317,10232,12889,12153,6349,5492,6662,4689,8157,9696,8198,5591,5208,6968,6096,8278,10124,4492,9856,10344,5463,10447,5462,10010,10150,7585,4693,4914,6431,3075,6985,4619,6651,6315,8988,10037,7539,5686,6377,8053,5323,5519,6641,4222,10147,10905,10147,10553,9706,10273,10405,6193,3807,7441,4419,10354,4629,,5640,9420,8493,5119,3159,9980,9967,5145,10034,10231,10346,9065,4848
Swinoujscie,3819,5616,4572,2435,5312,7390,13464,2696,1538,13195,5284,12102,5214,13052,5479,3415,6938,2422,15372,14088,3944,11935,12231,15258,4067,12129,13090,13169,1281,13041,1533,4239,7124,3492,2874,5526,14621,15102,15487,819,2182,14181,5491,6003,14039,15064,13943,15217,12150,15419,15493,15312,2112,3993,15181,13325,848,15238,14990,12459,15373,16317,15581,11491,3854,5508,3050,13299,13124,13340,3953,3570,10396,1456,13420,15266,1400,14998,15486,3479,15589,3478,15152,15291,11013,3055,4477,5277,4754,12126,4706,5497,5161,14130,15179,12680,3262,9805,13195,3685,3881,5488,2583,15288,16046,15289,15694,14848,15414,15547,674,1916,12583,2781,15496,1277,5638,,14561,13634,735,2513,15122,15109,688,15175,15373,15487,14207,879
Taichung,14369,15180,13527,12985,10925,10686,5885,13246,13318,1647,9998,2464,10025,1823,15075,14297,7650,12971,1126,6154,14464,4343,4638,931,14617,3030,2655,5591,13543,5463,13080,14455,11146,14335,13424,15118,145,813,1241,13824,12731,3903,15087,10859,752,761,999,950,4557,1092,1247,1050,12729,14542,859,5747,13805,911,729,4878,1127,4521,5156,3854,14403,15105,13600,1500,7164,2097,14502,14119,10269,15007,5841,998,13404,723,1240,14322,1300,14321,884,1032,9601,13604,13367,14963,11281,3026,12979,15094,14876,3363,857,5102,14598,10134,5616,14235,14430,15084,13133,1029,1752,1030,1461,521,1171,1258,15104,12718,1976,13331,1250,13540,9408,14551,,2201,14030,12070,833,812,14056,908,1126,1242,489,13759
Tangguh,13453,14265,12611,12069,10010,9639,5904,12330,12402,1804,9083,2576,9110,1340,14160,13381,6735,12056,2571,6940,13549,4361,4657,2854,13701,1704,1171,5610,12628,5481,12164,13540,10098,13419,12508,14203,2266,2570,2620,12908,11816,2853,14172,9943,2123,2551,2209,2529,4576,3015,2626,2563,11814,13627,2740,5765,12890,2834,2346,4897,2573,5703,6308,3873,13488,14189,12684,1657,7776,2538,13587,13204,9515,14092,5860,2578,12488,2443,2619,13406,3038,13406,2464,2543,9450,12689,12452,14047,10366,1701,12063,14178,13960,1938,2737,5120,13682,9135,5635,13319,13515,14169,12217,2540,3472,2540,2813,2461,2581,2997,14189,11802,2088,12415,2630,12625,8493,13636,2206,,13114,11154,2525,2581,13141,2487,2572,2621,1985,12844
